sector,country,year,GH emissions
Manufacturing industries and construction,Slovenia,1998,2281.48
Manufacturing industries and construction,Slovenia,1999,2296.36
Manufacturing industries and construction,Slovenia,2000,2293.44
Manufacturing industries and construction,Slovenia,2001,2212.71
Manufacturing industries and construction,Slovenia,2002,2244.53
Manufacturing industries and construction,Slovenia,2003,2174.93
Manufacturing industries and construction,Slovenia,2004,2325.44
Manufacturing industries and construction,Slovenia,2005,2461.1
Manufacturing industries and construction,Slovenia,2006,2599.95
Manufacturing industries and construction,Slovenia,2007,2362.81
Manufacturing industries and construction,Slovenia,2008,2334.86
Manufacturing industries and construction,Slovenia,2009,1957.24
Manufacturing industries and construction,Slovenia,2010,1932.3
Manufacturing industries and construction,Slovenia,2011,1732.02
Manufacturing industries and construction,Slovenia,2012,1662.54
Manufacturing industries and construction,Slovenia,2013,1655.59
Manufacturing industries and construction,Slovenia,2014,1662.39
Manufacturing industries and construction,Slovenia,2015,1604.69
Manufacturing industries and construction,Slovenia,2016,1617.72
Manufacturing industries and construction,Slovenia,2017,1693.19
Manufacturing industries and construction,Slovenia,2018,1790.05
Manufacturing industries and construction,Slovenia,2019,1747.24
Manufacturing industries and construction,Slovenia,2020,1702.65
Manufacturing industries and construction,Slovenia,2021,1732.56
Manufacturing industries and construction,Spain,1990,45201.27
Manufacturing industries and construction,Spain,1991,49584.33
Manufacturing industries and construction,Spain,1992,47514.12
Manufacturing industries and construction,Spain,1993,46387.37
Manufacturing industries and construction,Spain,1994,51833.65
Manufacturing industries and construction,Spain,1995,59592.08
Manufacturing industries and construction,Spain,1996,54440.64
Manufacturing industries and construction,Spain,1997,53723.72
Manufacturing industries and construction,Spain,1998,53744.41
Manufacturing industries and construction,Spain,1999,55622.04
Manufacturing industries and construction,Spain,2000,58814.52
Manufacturing industries and construction,Spain,2001,61201.0
Manufacturing industries and construction,Spain,2002,63902.36
Manufacturing industries and construction,Spain,2003,68666.33
Manufacturing industries and construction,Spain,2004,68673.62
Manufacturing industries and construction,Spain,2005,69884.34
Manufacturing industries and construction,Spain,2006,59547.36
Manufacturing industries and construction,Spain,2007,61578.8
Manufacturing industries and construction,Spain,2008,58092.77
Manufacturing industries and construction,Spain,2009,48048.63
Manufacturing industries and construction,Spain,2010,49845.09
Manufacturing industries and construction,Spain,2011,46834.36
Manufacturing industries and construction,Spain,2012,45672.34
Manufacturing industries and construction,Spain,2013,42541.59
Manufacturing industries and construction,Spain,2014,39703.33
Manufacturing industries and construction,Spain,2015,42193.86
Manufacturing industries and construction,Spain,2016,44167.71
Manufacturing industries and construction,Spain,2017,45844.96
Manufacturing industries and construction,Spain,2018,47081.17
Manufacturing industries and construction,Spain,2019,46924.81
Manufacturing industries and construction,Spain,2020,43571.68
Manufacturing industries and construction,Spain,2021,46696.84
Manufacturing industries and construction,Sweden,1990,10858.44
Manufacturing industries and construction,Sweden,1991,10746.26
Manufacturing industries and construction,Sweden,1992,9921.36
Manufacturing industries and construction,Sweden,1993,10679.29
Manufacturing industries and construction,Sweden,1994,11714.28
Manufacturing industries and construction,Sweden,1995,12083.63
Manufacturing industries and construction,Sweden,1996,11996.37
Manufacturing industries and construction,Sweden,1997,12438.02
Manufacturing industries and construction,Sweden,1998,11842.64
Manufacturing industries and construction,Sweden,1999,11064.3
Manufacturing industries and construction,Sweden,2000,11365.64
Manufacturing industries and construction,Sweden,2001,11430.27
Manufacturing industries and construction,Sweden,2002,11144.52
Manufacturing industries and construction,Sweden,2003,11025.28
Manufacturing industries and construction,Sweden,2004,10674.0
Manufacturing industries and construction,Sweden,2005,10042.18
Manufacturing industries and construction,Sweden,2006,10126.14
Manufacturing industries and construction,Sweden,2007,9677.01
Manufacturing industries and construction,Sweden,2008,9016.15
Manufacturing industries and construction,Sweden,2009,7362.71
Manufacturing industries and construction,Sweden,2010,8601.22
Manufacturing industries and construction,Sweden,2011,7961.69
Manufacturing industries and construction,Sweden,2012,7411.95
Manufacturing industries and construction,Sweden,2013,7055.61
Manufacturing industries and construction,Sweden,2014,6885.84
Manufacturing industries and construction,Sweden,2015,7019.76
Manufacturing industries and construction,Sweden,2016,6806.53
Manufacturing industries and construction,Sweden,2017,6715.06
Manufacturing industries and construction,Sweden,2018,6835.67
Manufacturing industries and construction,Sweden,2019,6851.42
Manufacturing industries and construction,Sweden,2020,6191.38
Manufacturing industries and construction,Sweden,2021,6300.65
Manufacturing industries and construction,Switzerland,1990,6568.13
Manufacturing industries and construction,Switzerland,1991,6797.3
Manufacturing industries and construction,Switzerland,1992,6376.36
Manufacturing industries and construction,Switzerland,1993,6207.9
Manufacturing industries and construction,Switzerland,1994,6148.92
Manufacturing industries and construction,Switzerland,1995,6292.9
Manufacturing industries and construction,Switzerland,1996,6038.68
Manufacturing industries and construction,Switzerland,1997,5998.82
Manufacturing industries and construction,Switzerland,1998,6199.63
Manufacturing industries and construction,Switzerland,1999,6061.12
Manufacturing industries and construction,Switzerland,2000,6004.89
Manufacturing industries and construction,Switzerland,2001,6251.69
Manufacturing industries and construction,Switzerland,2002,5804.66
Manufacturing industries and construction,Switzerland,2003,5895.8
Manufacturing industries and construction,Switzerland,2004,6040.31
Manufacturing industries and construction,Switzerland,2005,6038.68
Manufacturing industries and construction,Switzerland,2006,6203.17
Manufacturing industries and construction,Switzerland,2007,6008.26
Manufacturing industries and construction,Switzerland,2008,6069.87
Manufacturing industries and construction,Switzerland,2009,5753.56
Manufacturing industries and construction,Switzerland,2010,5860.09
Manufacturing industries and construction,Switzerland,2011,5432.8
Manufacturing industries and construction,Switzerland,2012,5429.83
Manufacturing industries and construction,Switzerland,2013,5496.04
Manufacturing industries and construction,Switzerland,2014,5095.33
Manufacturing industries and construction,Switzerland,2015,4976.08
Manufacturing industries and construction,Switzerland,2016,4983.32
Manufacturing industries and construction,Switzerland,2017,4947.64
Manufacturing industries and construction,Switzerland,2018,4789.33
Manufacturing industries and construction,Switzerland,2019,4702.17
Manufacturing industries and construction,Switzerland,2020,4498.55
Manufacturing industries and construction,Switzerland,2021,4593.91
Manufacturing industries and construction,Türkiye,1990,37161.74
Manufacturing industries and construction,Türkiye,1991,40334.55
Manufacturing industries and construction,Türkiye,1992,39331.59
Manufacturing industries and construction,Türkiye,1993,39993.17
Manufacturing industries and construction,Türkiye,1994,35881.15
Manufacturing industries and construction,Türkiye,1995,39999.76
Manufacturing industries and construction,Türkiye,1996,50592.43
Manufacturing industries and construction,Türkiye,1997,56035.02
Manufacturing industries and construction,Türkiye,1998,55478.64
Manufacturing industries and construction,Türkiye,1999,47371.76
Manufacturing industries and construction,Türkiye,2000,57944.53
Manufacturing industries and construction,Türkiye,2001,45664.34
Manufacturing industries and construction,Türkiye,2002,57119.4
Manufacturing industries and construction,Türkiye,2003,66688.69
Manufacturing industries and construction,Türkiye,2004,63862.26
Manufacturing industries and construction,Türkiye,2005,63010.7
Manufacturing industries and construction,Türkiye,2006,70089.81
Manufacturing industries and construction,Türkiye,2007,71877.98
Manufacturing industries and construction,Türkiye,2008,47355.26
Manufacturing industries and construction,Türkiye,2009,46227.19
Manufacturing industries and construction,Türkiye,2010,52333.45
Manufacturing industries and construction,Türkiye,2011,52591.74
Manufacturing industries and construction,Türkiye,2012,61058.92
Manufacturing industries and construction,Türkiye,2013,52983.44
Manufacturing industries and construction,Türkiye,2014,54444.33
Manufacturing industries and construction,Türkiye,2015,59592.93
Manufacturing industries and construction,Türkiye,2016,60079.28
Manufacturing industries and construction,Türkiye,2017,60189.33
Manufacturing industries and construction,Türkiye,2018,59669.41
Manufacturing industries and construction,Türkiye,2019,54564.61
Manufacturing industries and construction,Türkiye,2020,60186.5
Manufacturing industries and construction,Türkiye,2021,66235.98
Manufacturing industries and construction,United Kingdom,1990,75612.31
Manufacturing industries and construction,United Kingdom,1991,79133.59
Manufacturing industries and construction,United Kingdom,1992,76900.66
Manufacturing industries and construction,United Kingdom,1993,74425.12
Manufacturing industries and construction,United Kingdom,1994,73478.61
Manufacturing industries and construction,United Kingdom,1995,70704.74
Manufacturing industries and construction,United Kingdom,1996,70423.35
Manufacturing industries and construction,United Kingdom,1997,70132.33
Manufacturing industries and construction,United Kingdom,1998,71733.25
Manufacturing industries and construction,United Kingdom,1999,72444.46
Manufacturing industries and construction,United Kingdom,2000,74675.62
Manufacturing industries and construction,United Kingdom,2001,73713.19
Manufacturing industries and construction,United Kingdom,2002,66498.33
Manufacturing industries and construction,United Kingdom,2003,67035.81
Manufacturing industries and construction,United Kingdom,2004,65412.53
Manufacturing industries and construction,United Kingdom,2005,66341.33
Manufacturing industries and construction,United Kingdom,2006,63545.37
Manufacturing industries and construction,United Kingdom,2007,62092.71
Manufacturing industries and construction,United Kingdom,2008,56525.99
Manufacturing industries and construction,United Kingdom,2009,49750.81
Manufacturing industries and construction,United Kingdom,2010,51539.09
Manufacturing industries and construction,United Kingdom,2011,48232.62
Manufacturing industries and construction,United Kingdom,2012,46009.35
Manufacturing industries and construction,United Kingdom,2013,44316.95
Manufacturing industries and construction,United Kingdom,2014,43587.18
Manufacturing industries and construction,United Kingdom,2015,42311.34
Manufacturing industries and construction,United Kingdom,2016,42736.75
Manufacturing industries and construction,United Kingdom,2017,43182.59
Manufacturing industries and construction,United Kingdom,2018,43329.86
Manufacturing industries and construction,United Kingdom,2019,42357.22
Manufacturing industries and construction,United Kingdom,2020,40655.71
Manufacturing industries and construction,United Kingdom,2021,43633.45
Manufacturing industries and construction,United States,1990,715540.33
Manufacturing industries and construction,United States,1991,698045.95
Manufacturing industries and construction,United States,1992,724149.74
Manufacturing industries and construction,United States,1993,720985.61
Manufacturing industries and construction,United States,1994,726145.31
Manufacturing industries and construction,United States,1995,741544.81
Manufacturing industries and construction,United States,1996,773895.43
Manufacturing industries and construction,United States,1997,767182.04
Manufacturing industries and construction,United States,1998,738932.18
Manufacturing industries and construction,United States,1999,694110.29
Manufacturing industries and construction,United States,2000,724477.21
Manufacturing industries and construction,United States,2001,724702.32
Manufacturing industries and construction,United States,2002,713093.14
Manufacturing industries and construction,United States,2003,714689.57
Manufacturing industries and construction,United States,2004,739443.36
Manufacturing industries and construction,United States,2005,714723.63
Manufacturing industries and construction,United States,2006,741023.89
Manufacturing industries and construction,United States,2007,732660.16
Manufacturing industries and construction,United States,2008,684852.84
Manufacturing industries and construction,United States,2009,606589.88
Manufacturing industries and construction,United States,2010,661602.51
Manufacturing industries and construction,United States,2011,634971.18
Manufacturing industries and construction,United States,2012,645176.65
Manufacturing industries and construction,United States,2013,669642.39
Manufacturing industries and construction,United States,2014,644790.88
Manufacturing industries and construction,United States,2015,624909.51
Manufacturing industries and construction,United States,2016,645302.58
Manufacturing industries and construction,United States,2017,640424.56
Manufacturing industries and construction,United States,2018,661188.43
Manufacturing industries and construction,United States,2019,664058.42
Manufacturing industries and construction,United States,2020,622490.84
Manufacturing industries and construction,United States,2021,628713.84
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),1990,729124.82
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),1991,688197.15
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),1992,652282.32
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),1993,628104.77
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),1994,626987.18
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),1995,645486.03
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),1996,637454.84
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),1997,628150.98
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),1998,603680.25
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),1999,588751.1
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2000,586681.05
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2001,575159.93
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2002,565668.58
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2003,571523.28
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2004,564625.55
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2005,556523.8
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2006,546025.34
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2007,558821.74
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2008,539298.56
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2009,447681.17
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2010,480724.97
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2011,468688.84
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2012,450892.56
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2013,432830.47
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2014,419987.2
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2015,428994.7
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2016,434138.47
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2017,441345.55
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2018,442369.92
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2019,428579.9
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2020,412771.88
Manufacturing industries and construction,European Union – 27 countries (from 01/02/2020),2021,439540.13
Manufacturing industries and construction,OECD - Europe,1990,775570.5
Manufacturing industries and construction,OECD - Europe,1991,763725.88
Manufacturing industries and construction,OECD - Europe,1992,727179.0
Manufacturing industries and construction,OECD - Europe,1993,705985.75
Manufacturing industries and construction,OECD - Europe,1994,702331.06
Manufacturing industries and construction,OECD - Europe,1995,722412.81
Manufacturing industries and construction,OECD - Europe,1996,725065.75
Manufacturing industries and construction,OECD - Europe,1997,729354.56
Manufacturing industries and construction,OECD - Europe,1998,710784.31
Manufacturing industries and construction,OECD - Europe,1999,691659.81
Manufacturing industries and construction,OECD - Europe,2000,701619.88
Manufacturing industries and construction,OECD - Europe,2001,675926.31
Manufacturing industries and construction,OECD - Europe,2002,669713.38
Manufacturing industries and construction,OECD - Europe,2003,686815.81
Manufacturing industries and construction,OECD - Europe,2004,675210.75
Manufacturing industries and construction,OECD - Europe,2005,668082.81
Manufacturing industries and construction,OECD - Europe,2006,663501.75
Manufacturing industries and construction,OECD - Europe,2007,673594.5
Manufacturing industries and construction,OECD - Europe,2008,624679.63
Manufacturing industries and construction,OECD - Europe,2009,533268.75
Manufacturing industries and construction,OECD - Europe,2010,574483.06
Manufacturing industries and construction,OECD - Europe,2011,558353.5
Manufacturing industries and construction,OECD - Europe,2012,545633.5
Manufacturing industries and construction,OECD - Europe,2013,521353.53
Manufacturing industries and construction,OECD - Europe,2014,509874.94
Manufacturing industries and construction,OECD - Europe,2015,523719.41
Manufacturing industries and construction,OECD - Europe,2016,530407.75
Manufacturing industries and construction,OECD - Europe,2017,537166.0
Manufacturing industries and construction,OECD - Europe,2018,536568.06
Manufacturing industries and construction,OECD - Europe,2019,516900.66
Manufacturing industries and construction,OECD - Europe,2020,503153.41
Manufacturing industries and construction,OECD - Europe,2021,538130.44
Manufacturing industries and construction,OECD - Total,1990,2110529.75
Manufacturing industries and construction,OECD - Total,1991,2086117.25
Manufacturing industries and construction,OECD - Total,1992,2080524.5
Manufacturing industries and construction,OECD - Total,1993,2068888.63
Manufacturing industries and construction,OECD - Total,1994,2090779.5
Manufacturing industries and construction,OECD - Total,1995,2139188.75
Manufacturing industries and construction,OECD - Total,1996,2192010.75
Manufacturing industries and construction,OECD - Total,1997,2196562.0
Manufacturing industries and construction,OECD - Total,1998,2109908.25
Manufacturing industries and construction,OECD - Total,1999,2056235.38
Manufacturing industries and construction,OECD - Total,2000,2109565.25
Manufacturing industries and construction,OECD - Total,2001,2070056.38
Manufacturing industries and construction,OECD - Total,2002,2082211.63
Manufacturing industries and construction,OECD - Total,2003,2080255.75
Manufacturing industries and construction,OECD - Total,2004,2100573.5
Manufacturing industries and construction,OECD - Total,2005,2060180.5
Manufacturing industries and construction,OECD - Total,2006,2085738.75
Manufacturing industries and construction,OECD - Total,2007,2089253.13
Manufacturing industries and construction,OECD - Total,2008,1970671.38
Manufacturing industries and construction,OECD - Total,2009,1754135.13
Manufacturing industries and construction,OECD - Total,2010,1897708.38
Manufacturing industries and construction,OECD - Total,2011,1889738.88
Manufacturing industries and construction,OECD - Total,2012,1880934.5
Manufacturing industries and construction,OECD - Total,2013,1896968.38
Manufacturing industries and construction,OECD - Total,2014,1863791.63
Manufacturing industries and construction,OECD - Total,2015,1842960.5
Manufacturing industries and construction,OECD - Total,2016,1849979.13
Manufacturing industries and construction,OECD - Total,2017,1852198.0
Manufacturing industries and construction,OECD - Total,2018,1866763.0
Manufacturing industries and construction,OECD - Total,2019,1837438.0
Manufacturing industries and construction,OECD - Total,2020,1742182.5
Manufacturing industries and construction,OECD - Total,2021,1802147.63
Manufacturing industries and construction,Argentina,1990,20921.09
Manufacturing industries and construction,Argentina,1991,18523.26
Manufacturing industries and construction,Argentina,1992,20644.6
Manufacturing industries and construction,Argentina,1993,17975.08
Manufacturing industries and construction,Argentina,1994,20951.03
Manufacturing industries and construction,Argentina,1995,20577.58
Manufacturing industries and construction,Argentina,1996,22016.5
Manufacturing industries and construction,Argentina,1997,22327.51
Manufacturing industries and construction,Argentina,1998,24443.18
Manufacturing industries and construction,Argentina,1999,23769.31
Manufacturing industries and construction,Argentina,2000,23656.35
Manufacturing industries and construction,Argentina,2001,22979.94
Manufacturing industries and construction,Argentina,2002,22606.91
Manufacturing industries and construction,Argentina,2003,25176.22
Manufacturing industries and construction,Argentina,2004,26289.15
Manufacturing industries and construction,Argentina,2005,26824.35
Manufacturing industries and construction,Argentina,2006,28249.01
Manufacturing industries and construction,Argentina,2007,28647.14
Manufacturing industries and construction,Argentina,2008,29154.53
Manufacturing industries and construction,Argentina,2009,24686.92
Manufacturing industries and construction,Argentina,2010,33125.53
Manufacturing industries and construction,Argentina,2011,33333.29
Manufacturing industries and construction,Argentina,2012,32190.06
Manufacturing industries and construction,Argentina,2013,34081.89
Manufacturing industries and construction,Argentina,2014,33521.09
Manufacturing industries and construction,Argentina,2015,34302.41
Manufacturing industries and construction,Argentina,2016,32744.93
Manufacturing industries and construction,Argentina,2017,34056.63
Manufacturing industries and construction,Argentina,2018,33101.54
Manufacturing industries and construction,Argentina,2019,
Manufacturing industries and construction,Argentina,2020,
Manufacturing industries and construction,Argentina,2021,
Manufacturing industries and construction,Bangladesh,1990,
Manufacturing industries and construction,Bangladesh,1991,
Manufacturing industries and construction,Bangladesh,1992,
Manufacturing industries and construction,Bangladesh,1993,
Manufacturing industries and construction,Bangladesh,1994,3708.03
Manufacturing industries and construction,Bangladesh,1995,
Manufacturing industries and construction,Bangladesh,1996,
Manufacturing industries and construction,Bangladesh,1997,
Manufacturing industries and construction,Bangladesh,1998,
Manufacturing industries and construction,Bangladesh,1999,
Manufacturing industries and construction,Bangladesh,2000,
Manufacturing industries and construction,Bangladesh,2001,8755.0
Manufacturing industries and construction,Bangladesh,2002,
Manufacturing industries and construction,Bangladesh,2003,
Manufacturing industries and construction,Bangladesh,2004,
Manufacturing industries and construction,Bangladesh,2005,11276.0
Manufacturing industries and construction,Bangladesh,2006,
Manufacturing industries and construction,Bangladesh,2007,
Manufacturing industries and construction,Bangladesh,2008,
Manufacturing industries and construction,Bangladesh,2009,
Manufacturing industries and construction,Bangladesh,2010,
Manufacturing industries and construction,Bangladesh,2011,
Manufacturing industries and construction,Bangladesh,2012,
Manufacturing industries and construction,Bangladesh,2013,
Manufacturing industries and construction,Bangladesh,2014,
Manufacturing industries and construction,Bangladesh,2015,
Manufacturing industries and construction,Bangladesh,2016,
Manufacturing industries and construction,Bangladesh,2017,
Manufacturing industries and construction,Bangladesh,2018,
Manufacturing industries and construction,Bangladesh,2019,
Manufacturing industries and construction,Bangladesh,2020,
Manufacturing industries and construction,Bangladesh,2021,
Manufacturing industries and construction,Belarus,1990,8462.37
Manufacturing industries and construction,Belarus,1991,8234.52
Manufacturing industries and construction,Belarus,1992,5479.53
Manufacturing industries and construction,Belarus,1993,5882.27
Manufacturing industries and construction,Belarus,1994,4419.74
Manufacturing industries and construction,Belarus,1995,3637.94
Manufacturing industries and construction,Belarus,1996,3838.54
Manufacturing industries and construction,Belarus,1997,3851.49
Manufacturing industries and construction,Belarus,1998,4374.5
Manufacturing industries and construction,Belarus,1999,4187.24
Manufacturing industries and construction,Belarus,2000,3120.24
Manufacturing industries and construction,Belarus,2001,3160.72
Manufacturing industries and construction,Belarus,2002,3129.74
Manufacturing industries and construction,Belarus,2003,3482.31
Manufacturing industries and construction,Belarus,2004,3765.69
Manufacturing industries and construction,Belarus,2005,3905.98
Manufacturing industries and construction,Belarus,2006,3871.15
Manufacturing industries and construction,Belarus,2007,4118.93
Manufacturing industries and construction,Belarus,2008,4310.77
Manufacturing industries and construction,Belarus,2009,3764.85
Manufacturing industries and construction,Belarus,2010,4129.81
Manufacturing industries and construction,Belarus,2011,4523.8
Manufacturing industries and construction,Belarus,2012,4763.92
Manufacturing industries and construction,Belarus,2013,5135.76
Manufacturing industries and construction,Belarus,2014,5245.71
Manufacturing industries and construction,Belarus,2015,4419.78
Manufacturing industries and construction,Belarus,2016,4376.49
Manufacturing industries and construction,Belarus,2017,4515.17
Manufacturing industries and construction,Belarus,2018,4579.03
Manufacturing industries and construction,Belarus,2019,4796.26
Manufacturing industries and construction,Belarus,2020,4630.92
Manufacturing industries and construction,Belarus,2021,4564.96
Manufacturing industries and construction,Brazil,1990,36675.1
Manufacturing industries and construction,Brazil,1991,38137.1
Manufacturing industries and construction,Brazil,1992,38736.2
Manufacturing industries and construction,Brazil,1993,39455.0
Manufacturing industries and construction,Brazil,1994,40735.4
Manufacturing industries and construction,Brazil,1995,44076.8
Manufacturing industries and construction,Brazil,1996,48940.4
Manufacturing industries and construction,Brazil,1997,51863.8
Manufacturing industries and construction,Brazil,1998,52842.7
Manufacturing industries and construction,Brazil,1999,56358.8
Manufacturing industries and construction,Brazil,2000,59869.2
Manufacturing industries and construction,Brazil,2001,59095.1
Manufacturing industries and construction,Brazil,2002,59538.1
Manufacturing industries and construction,Brazil,2003,57435.7
Manufacturing industries and construction,Brazil,2004,58274.2
Manufacturing industries and construction,Brazil,2005,61517.6
Manufacturing industries and construction,Brazil,2006,62358.7
Manufacturing industries and construction,Brazil,2007,68385.7
Manufacturing industries and construction,Brazil,2008,68529.8
Manufacturing industries and construction,Brazil,2009,65579.6
Manufacturing industries and construction,Brazil,2010,71473.6
Manufacturing industries and construction,Brazil,2011,76234.8
Manufacturing industries and construction,Brazil,2012,75038.2
Manufacturing industries and construction,Brazil,2013,76051.1
Manufacturing industries and construction,Brazil,2014,76133.9
Manufacturing industries and construction,Brazil,2015,72547.3
Manufacturing industries and construction,Brazil,2016,67214.5
Manufacturing industries and construction,Brazil,2017,
Manufacturing industries and construction,Brazil,2018,
Manufacturing industries and construction,Brazil,2019,
Manufacturing industries and construction,Brazil,2020,
Manufacturing industries and construction,Brazil,2021,
Manufacturing industries and construction,Bulgaria,1990,17756.74
Manufacturing industries and construction,Bulgaria,1991,15728.34
Manufacturing industries and construction,Bulgaria,1992,13433.07
Manufacturing industries and construction,Bulgaria,1993,12359.3
Manufacturing industries and construction,Bulgaria,1994,12482.48
Manufacturing industries and construction,Bulgaria,1995,13082.59
Manufacturing industries and construction,Bulgaria,1996,13402.64
Manufacturing industries and construction,Bulgaria,1997,10438.87
Manufacturing industries and construction,Bulgaria,1998,9890.09
Manufacturing industries and construction,Bulgaria,1999,7934.65
Manufacturing industries and construction,Bulgaria,2000,7222.81
Manufacturing industries and construction,Bulgaria,2001,7178.35
Manufacturing industries and construction,Bulgaria,2002,7087.71
Manufacturing industries and construction,Bulgaria,2003,8125.43
Manufacturing industries and construction,Bulgaria,2004,7340.02
Manufacturing industries and construction,Bulgaria,2005,7080.93
Manufacturing industries and construction,Bulgaria,2006,7198.61
Manufacturing industries and construction,Bulgaria,2007,7847.37
Manufacturing industries and construction,Bulgaria,2008,5528.34
Manufacturing industries and construction,Bulgaria,2009,3140.9
Manufacturing industries and construction,Bulgaria,2010,3156.84
Manufacturing industries and construction,Bulgaria,2011,2745.26
Manufacturing industries and construction,Bulgaria,2012,2600.5
Manufacturing industries and construction,Bulgaria,2013,2631.6
Manufacturing industries and construction,Bulgaria,2014,2581.08
Manufacturing industries and construction,Bulgaria,2015,2857.02
Manufacturing industries and construction,Bulgaria,2016,2906.7
Manufacturing industries and construction,Bulgaria,2017,3598.6
Manufacturing industries and construction,Bulgaria,2018,4273.45
Manufacturing industries and construction,Bulgaria,2019,4194.9
Manufacturing industries and construction,Bulgaria,2020,4015.76
Manufacturing industries and construction,Bulgaria,2021,4573.33
Manufacturing industries and construction,China (People's Republic of),1990,
Manufacturing industries and construction,China (People's Republic of),1991,
Manufacturing industries and construction,China (People's Republic of),1992,
Manufacturing industries and construction,China (People's Republic of),1993,
Manufacturing industries and construction,China (People's Republic of),1994,1223022.0
Manufacturing industries and construction,China (People's Republic of),1995,
Manufacturing industries and construction,China (People's Republic of),1996,
Manufacturing industries and construction,China (People's Republic of),1997,
Manufacturing industries and construction,China (People's Republic of),1998,
Manufacturing industries and construction,China (People's Republic of),1999,
Manufacturing industries and construction,China (People's Republic of),2000,
Manufacturing industries and construction,China (People's Republic of),2001,
Manufacturing industries and construction,China (People's Republic of),2002,
Manufacturing industries and construction,China (People's Republic of),2003,
Manufacturing industries and construction,China (People's Republic of),2004,
Manufacturing industries and construction,China (People's Republic of),2005,2114030.0
Manufacturing industries and construction,China (People's Republic of),2006,
Manufacturing industries and construction,China (People's Republic of),2007,
Manufacturing industries and construction,China (People's Republic of),2008,
Manufacturing industries and construction,China (People's Republic of),2009,
Manufacturing industries and construction,China (People's Republic of),2010,2936910.0
Manufacturing industries and construction,China (People's Republic of),2011,
Manufacturing industries and construction,China (People's Republic of),2012,3225747.0
Manufacturing industries and construction,China (People's Republic of),2013,
Manufacturing industries and construction,China (People's Republic of),2014,3450460.0
Manufacturing industries and construction,China (People's Republic of),2015,
Manufacturing industries and construction,China (People's Republic of),2016,
Manufacturing industries and construction,China (People's Republic of),2017,
Manufacturing industries and construction,China (People's Republic of),2018,
Manufacturing industries and construction,China (People's Republic of),2019,
Manufacturing industries and construction,China (People's Republic of),2020,
Manufacturing industries and construction,China (People's Republic of),2021,
Manufacturing industries and construction,Croatia,1990,5233.83
Manufacturing industries and construction,Croatia,1991,3788.13
Manufacturing industries and construction,Croatia,1992,3093.98
Manufacturing industries and construction,Croatia,1993,2931.01
Manufacturing industries and construction,Croatia,1994,3090.37
Manufacturing industries and construction,Croatia,1995,2887.07
Manufacturing industries and construction,Croatia,1996,2879.41
Manufacturing industries and construction,Croatia,1997,3094.23
Manufacturing industries and construction,Croatia,1998,3078.6
Manufacturing industries and construction,Croatia,1999,2878.73
Manufacturing industries and construction,Croatia,2000,3073.89
Manufacturing industries and construction,Croatia,2001,3209.07
Manufacturing industries and construction,Croatia,2002,3069.02
Manufacturing industries and construction,Croatia,2003,3150.25
Manufacturing industries and construction,Croatia,2004,3599.25
Manufacturing industries and construction,Croatia,2005,3738.89
Manufacturing industries and construction,Croatia,2006,3870.92
Manufacturing industries and construction,Croatia,2007,3868.89
Manufacturing industries and construction,Croatia,2008,3888.09
Manufacturing industries and construction,Croatia,2009,3171.58
Manufacturing industries and construction,Croatia,2010,3029.72
Manufacturing industries and construction,Croatia,2011,2791.79
Manufacturing industries and construction,Croatia,2012,2421.54
Manufacturing industries and construction,Croatia,2013,2396.96
Manufacturing industries and construction,Croatia,2014,2334.67
Manufacturing industries and construction,Croatia,2015,2231.76
Manufacturing industries and construction,Croatia,2016,2236.57
