sector,country,year,GH emissions
Manufacturing industries and construction,Japan,1994,352 919.95
Manufacturing industries and construction,Japan,1995,359 810.73
Manufacturing industries and construction,Japan,1996,363 195.23
Manufacturing industries and construction,Japan,1997,359 251.82
Manufacturing industries and construction,Japan,1998,334 419.93
Manufacturing industries and construction,Japan,1999,339 038.88
Manufacturing industries and construction,Japan,2000,349 191.10
Manufacturing industries and construction,Japan,2001,343 284.62
Manufacturing industries and construction,Japan,2002,348 885.56
Manufacturing industries and construction,Japan,2003,346 895.28
Manufacturing industries and construction,Japan,2004,346 385.53
Manufacturing industries and construction,Japan,2005,336 867.46
Manufacturing industries and construction,Japan,2006,334 362.57
Manufacturing industries and construction,Japan,2007,332 689.29
Manufacturing industries and construction,Japan,2008,303 590.58
Manufacturing industries and construction,Japan,2009,286 575.01
Manufacturing industries and construction,Japan,2010,303 332.49
Manufacturing industries and construction,Japan,2011,302 236.83
Manufacturing industries and construction,Japan,2012,302 035.43
Manufacturing industries and construction,Japan,2013,307 108.29
Manufacturing industries and construction,Japan,2014,299 508.99
Manufacturing industries and construction,Japan,2015,290 334.43
Manufacturing industries and construction,Japan,2016,276 465.29
Manufacturing industries and construction,Japan,2017,272 170.28
Manufacturing industries and construction,Japan,2018,269 658.65
Manufacturing industries and construction,Japan,2019,262 145.40
Manufacturing industries and construction,Japan,2020,235 717.02
Manufacturing industries and construction,Japan,2021,251 570.71
Manufacturing industries and construction,Korea,1990,76 558.12
Manufacturing industries and construction,Korea,1991,88 000.43
Manufacturing industries and construction,Korea,1992,97 959.06
Manufacturing industries and construction,Korea,1993,108 051.26
Manufacturing industries and construction,Korea,1994,112 797.21
Manufacturing industries and construction,Korea,1995,115 848.43
Manufacturing industries and construction,Korea,1996,124 012.85
Manufacturing industries and construction,Korea,1997,129 601.76
Manufacturing industries and construction,Korea,1998,120 270.75
Manufacturing industries and construction,Korea,1999,125 754.73
Manufacturing industries and construction,Korea,2000,130 644.93
Manufacturing industries and construction,Korea,2001,131 298.28
Manufacturing industries and construction,Korea,2002,137 369.82
Manufacturing industries and construction,Korea,2003,139 700.79
Manufacturing industries and construction,Korea,2004,137 412.37
Manufacturing industries and construction,Korea,2005,137 892.00
Manufacturing industries and construction,Korea,2006,139 452.32
Manufacturing industries and construction,Korea,2007,144 299.64
Manufacturing industries and construction,Korea,2008,149 316.00
Manufacturing industries and construction,Korea,2009,138 744.37
Manufacturing industries and construction,Korea,2010,162 915.07
Manufacturing industries and construction,Korea,2011,184 640.10
Manufacturing industries and construction,Korea,2012,180 535.37
Manufacturing industries and construction,Korea,2013,182 059.62
Manufacturing industries and construction,Korea,2014,193 760.92
Manufacturing industries and construction,Korea,2015,188 485.36
Manufacturing industries and construction,Korea,2016,182 566.10
Manufacturing industries and construction,Korea,2017,187 755.97
Manufacturing industries and construction,Korea,2018,188 049.05
Manufacturing industries and construction,Korea,2019,187 611.89
Manufacturing industries and construction,Korea,2020,181 596.82
Manufacturing industries and construction,Korea,2021,..
Manufacturing industries and construction,Latvia,1990,3 965.32
Manufacturing industries and construction,Latvia,1991,2 994.08
Manufacturing industries and construction,Latvia,1992,2 531.34
Manufacturing industries and construction,Latvia,1993,2 197.58
Manufacturing industries and construction,Latvia,1994,1 972.90
Manufacturing industries and construction,Latvia,1995,1 926.34
Manufacturing industries and construction,Latvia,1996,1 882.23
Manufacturing industries and construction,Latvia,1997,1 825.88
Manufacturing industries and construction,Latvia,1998,1 594.58
Manufacturing industries and construction,Latvia,1999,1 443.71
Manufacturing industries and construction,Latvia,2000,1 175.48
Manufacturing industries and construction,Latvia,2001,1 075.67
Manufacturing industries and construction,Latvia,2002,1 123.95
Manufacturing industries and construction,Latvia,2003,1 142.00
Manufacturing industries and construction,Latvia,2004,1 159.42
Manufacturing industries and construction,Latvia,2005,1 168.50
Manufacturing industries and construction,Latvia,2006,1 241.73
Manufacturing industries and construction,Latvia,2007,1 238.17
Manufacturing industries and construction,Latvia,2008,1 129.49
Manufacturing industries and construction,Latvia,2009,905.85
Manufacturing industries and construction,Latvia,2010,1 107.03
Manufacturing industries and construction,Latvia,2011,913.20
Manufacturing industries and construction,Latvia,2012,963.02
Manufacturing industries and construction,Latvia,2013,808.44
Manufacturing industries and construction,Latvia,2014,739.87
Manufacturing industries and construction,Latvia,2015,687.39
Manufacturing industries and construction,Latvia,2016,620.00
Manufacturing industries and construction,Latvia,2017,663.89
Manufacturing industries and construction,Latvia,2018,754.63
Manufacturing industries and construction,Latvia,2019,674.09
Manufacturing industries and construction,Latvia,2020,658.03
Manufacturing industries and construction,Latvia,2021,655.60
Manufacturing industries and construction,Lithuania,1990,6 157.61
Manufacturing industries and construction,Lithuania,1991,6 205.90
Manufacturing industries and construction,Lithuania,1992,3 047.46
Manufacturing industries and construction,Lithuania,1993,2 003.31
Manufacturing industries and construction,Lithuania,1994,2 051.21
Manufacturing industries and construction,Lithuania,1995,1 755.06
Manufacturing industries and construction,Lithuania,1996,1 536.74
Manufacturing industries and construction,Lithuania,1997,1 562.00
Manufacturing industries and construction,Lithuania,1998,1 531.05
Manufacturing industries and construction,Lithuania,1999,1 190.97
Manufacturing industries and construction,Lithuania,2000,1 088.30
Manufacturing industries and construction,Lithuania,2001,1 048.93
Manufacturing industries and construction,Lithuania,2002,1 113.72
Manufacturing industries and construction,Lithuania,2003,1 139.03
Manufacturing industries and construction,Lithuania,2004,1 218.73
Manufacturing industries and construction,Lithuania,2005,1 489.12
Manufacturing industries and construction,Lithuania,2006,1 631.46
Manufacturing industries and construction,Lithuania,2007,1 638.24
Manufacturing industries and construction,Lithuania,2008,1 477.20
Manufacturing industries and construction,Lithuania,2009,1 189.67
Manufacturing industries and construction,Lithuania,2010,1 287.78
Manufacturing industries and construction,Lithuania,2011,1 382.00
Manufacturing industries and construction,Lithuania,2012,1 481.71
Manufacturing industries and construction,Lithuania,2013,1 426.13
Manufacturing industries and construction,Lithuania,2014,1 305.50
Manufacturing industries and construction,Lithuania,2015,1 182.27
Manufacturing industries and construction,Lithuania,2016,1 145.47
Manufacturing industries and construction,Lithuania,2017,1 177.58
Manufacturing industries and construction,Lithuania,2018,1 252.87
Manufacturing industries and construction,Lithuania,2019,1 296.11
Manufacturing industries and construction,Lithuania,2020,1 181.47
Manufacturing industries and construction,Lithuania,2021,1 275.00
Manufacturing industries and construction,Luxembourg,1990,6 244.49
Manufacturing industries and construction,Luxembourg,1991,6 073.15
Manufacturing industries and construction,Luxembourg,1992,5 724.68
Manufacturing industries and construction,Luxembourg,1993,5 863.45
Manufacturing industries and construction,Luxembourg,1994,5 146.70
Manufacturing industries and construction,Luxembourg,1995,3 289.69
Manufacturing industries and construction,Luxembourg,1996,3 131.78
Manufacturing industries and construction,Luxembourg,1997,2 362.98
Manufacturing industries and construction,Luxembourg,1998,1 313.67
Manufacturing industries and construction,Luxembourg,1999,1 404.73
Manufacturing industries and construction,Luxembourg,2000,1 343.43
Manufacturing industries and construction,Luxembourg,2001,1 425.92
Manufacturing industries and construction,Luxembourg,2002,1 320.59
Manufacturing industries and construction,Luxembourg,2003,1 273.68
Manufacturing industries and construction,Luxembourg,2004,1 363.34
Manufacturing industries and construction,Luxembourg,2005,1 373.49
Manufacturing industries and construction,Luxembourg,2006,1 472.79
Manufacturing industries and construction,Luxembourg,2007,1 386.16
Manufacturing industries and construction,Luxembourg,2008,1 338.96
Manufacturing industries and construction,Luxembourg,2009,1 211.49
Manufacturing industries and construction,Luxembourg,2010,1 270.11
Manufacturing industries and construction,Luxembourg,2011,1 294.36
Manufacturing industries and construction,Luxembourg,2012,1 246.68
Manufacturing industries and construction,Luxembourg,2013,1 199.91
Manufacturing industries and construction,Luxembourg,2014,1 180.97
Manufacturing industries and construction,Luxembourg,2015,1 144.72
Manufacturing industries and construction,Luxembourg,2016,1 196.45
Manufacturing industries and construction,Luxembourg,2017,1 179.15
Manufacturing industries and construction,Luxembourg,2018,1 201.25
Manufacturing industries and construction,Luxembourg,2019,1 237.32
Manufacturing industries and construction,Luxembourg,2020,1 141.89
Manufacturing industries and construction,Luxembourg,2021,1 193.90
Manufacturing industries and construction,Mexico,1990,50 829.57
Manufacturing industries and construction,Mexico,1991,51 018.13
Manufacturing industries and construction,Mexico,1992,50 712.00
Manufacturing industries and construction,Mexico,1993,51 906.32
Manufacturing industries and construction,Mexico,1994,52 468.94
Manufacturing industries and construction,Mexico,1995,51 356.07
Manufacturing industries and construction,Mexico,1996,54 220.27
Manufacturing industries and construction,Mexico,1997,54 038.53
Manufacturing industries and construction,Mexico,1998,54 161.55
Manufacturing industries and construction,Mexico,1999,53 566.81
Manufacturing industries and construction,Mexico,2000,48 027.47
Manufacturing industries and construction,Mexico,2001,45 012.87
Manufacturing industries and construction,Mexico,2002,64 789.94
Manufacturing industries and construction,Mexico,2003,44 857.91
Manufacturing industries and construction,Mexico,2004,51 916.31
Manufacturing industries and construction,Mexico,2005,54 404.53
Manufacturing industries and construction,Mexico,2006,60 518.79
Manufacturing industries and construction,Mexico,2007,57 970.62
Manufacturing industries and construction,Mexico,2008,57 929.36
Manufacturing industries and construction,Mexico,2009,50 210.31
Manufacturing industries and construction,Mexico,2010,53 258.60
Manufacturing industries and construction,Mexico,2011,61 831.48
Manufacturing industries and construction,Mexico,2012,54 456.75
Manufacturing industries and construction,Mexico,2013,61 042.94
Manufacturing industries and construction,Mexico,2014,58 726.24
Manufacturing industries and construction,Mexico,2015,63 490.20
Manufacturing industries and construction,Mexico,2016,66 588.26
Manufacturing industries and construction,Mexico,2017,64 565.14
Manufacturing industries and construction,Mexico,2018,56 662.00
Manufacturing industries and construction,Mexico,2019,51 487.28
Manufacturing industries and construction,Mexico,2020,..
Manufacturing industries and construction,Mexico,2021,..
Manufacturing industries and construction,Netherlands,1990,35 474.16
Manufacturing industries and construction,Netherlands,1991,37 445.11
Manufacturing industries and construction,Netherlands,1992,38 844.54
Manufacturing industries and construction,Netherlands,1993,33 509.70
Manufacturing industries and construction,Netherlands,1994,33 408.62
Manufacturing industries and construction,Netherlands,1995,30 127.10
Manufacturing industries and construction,Netherlands,1996,31 235.46
Manufacturing industries and construction,Netherlands,1997,30 294.50
Manufacturing industries and construction,Netherlands,1998,29 787.25
Manufacturing industries and construction,Netherlands,1999,29 504.59
Manufacturing industries and construction,Netherlands,2000,28 843.98
Manufacturing industries and construction,Netherlands,2001,28 656.07
Manufacturing industries and construction,Netherlands,2002,29 059.61
Manufacturing industries and construction,Netherlands,2003,29 561.32
Manufacturing industries and construction,Netherlands,2004,28 910.18
Manufacturing industries and construction,Netherlands,2005,28 774.71
Manufacturing industries and construction,Netherlands,2006,28 779.35
Manufacturing industries and construction,Netherlands,2007,29 658.48
Manufacturing industries and construction,Netherlands,2008,28 702.73
Manufacturing industries and construction,Netherlands,2009,26 517.98
Manufacturing industries and construction,Netherlands,2010,28 453.77
Manufacturing industries and construction,Netherlands,2011,28 116.07
Manufacturing industries and construction,Netherlands,2012,27 809.00
Manufacturing industries and construction,Netherlands,2013,26 704.23
Manufacturing industries and construction,Netherlands,2014,26 026.24
Manufacturing industries and construction,Netherlands,2015,25 517.63
Manufacturing industries and construction,Netherlands,2016,27 797.40
Manufacturing industries and construction,Netherlands,2017,28 841.40
Manufacturing industries and construction,Netherlands,2018,28 101.37
Manufacturing industries and construction,Netherlands,2019,26 933.85
Manufacturing industries and construction,Netherlands,2020,27 588.54
Manufacturing industries and construction,Netherlands,2021,27 830.43
Manufacturing industries and construction,New Zealand,1990,4 757.72
Manufacturing industries and construction,New Zealand,1991,5 241.40
Manufacturing industries and construction,New Zealand,1992,5 095.75
Manufacturing industries and construction,New Zealand,1993,5 369.37
Manufacturing industries and construction,New Zealand,1994,5 688.98
Manufacturing industries and construction,New Zealand,1995,5 783.59
Manufacturing industries and construction,New Zealand,1996,6 133.12
Manufacturing industries and construction,New Zealand,1997,6 213.97
Manufacturing industries and construction,New Zealand,1998,5 948.36
Manufacturing industries and construction,New Zealand,1999,5 810.78
Manufacturing industries and construction,New Zealand,2000,6 335.25
Manufacturing industries and construction,New Zealand,2001,6 711.14
Manufacturing industries and construction,New Zealand,2002,6 975.45
Manufacturing industries and construction,New Zealand,2003,6 421.83
Manufacturing industries and construction,New Zealand,2004,5 896.56
Manufacturing industries and construction,New Zealand,2005,5 084.74
Manufacturing industries and construction,New Zealand,2006,5 136.15
Manufacturing industries and construction,New Zealand,2007,5 577.72
Manufacturing industries and construction,New Zealand,2008,5 566.57
Manufacturing industries and construction,New Zealand,2009,5 253.07
Manufacturing industries and construction,New Zealand,2010,5 512.94
Manufacturing industries and construction,New Zealand,2011,5 301.44
Manufacturing industries and construction,New Zealand,2012,5 697.52
Manufacturing industries and construction,New Zealand,2013,6 362.74
Manufacturing industries and construction,New Zealand,2014,7 063.83
Manufacturing industries and construction,New Zealand,2015,6 857.23
Manufacturing industries and construction,New Zealand,2016,6 827.91
Manufacturing industries and construction,New Zealand,2017,6 869.04
Manufacturing industries and construction,New Zealand,2018,6 915.79
Manufacturing industries and construction,New Zealand,2019,7 325.53
Manufacturing industries and construction,New Zealand,2020,6 496.01
Manufacturing industries and construction,New Zealand,2021,6 301.96
Manufacturing industries and construction,Norway,1990,3 415.23
Manufacturing industries and construction,Norway,1991,3 156.85
Manufacturing industries and construction,Norway,1992,3 225.21
Manufacturing industries and construction,Norway,1993,3 444.42
Manufacturing industries and construction,Norway,1994,4 054.99
Manufacturing industries and construction,Norway,1995,3 944.36
Manufacturing industries and construction,Norway,1996,4 400.06
Manufacturing industries and construction,Norway,1997,4 116.92
Manufacturing industries and construction,Norway,1998,4 135.32
Manufacturing industries and construction,Norway,1999,3 870.89
Manufacturing industries and construction,Norway,2000,3 480.24
Manufacturing industries and construction,Norway,2001,3 539.31
Manufacturing industries and construction,Norway,2002,3 400.29
Manufacturing industries and construction,Norway,2003,3 594.58
Manufacturing industries and construction,Norway,2004,3 420.58
Manufacturing industries and construction,Norway,2005,3 248.67
Manufacturing industries and construction,Norway,2006,3 555.57
Manufacturing industries and construction,Norway,2007,3 465.96
Manufacturing industries and construction,Norway,2008,3 365.67
Manufacturing industries and construction,Norway,2009,3 066.21
Manufacturing industries and construction,Norway,2010,3 369.18
Manufacturing industries and construction,Norway,2011,3 189.40
Manufacturing industries and construction,Norway,2012,3 057.83
Manufacturing industries and construction,Norway,2013,3 159.72
Manufacturing industries and construction,Norway,2014,2 935.51
Manufacturing industries and construction,Norway,2015,2 916.11
Manufacturing industries and construction,Norway,2016,2 884.70
Manufacturing industries and construction,Norway,2017,2 991.93
Manufacturing industries and construction,Norway,2018,3 095.36
Manufacturing industries and construction,Norway,2019,2 917.25
Manufacturing industries and construction,Norway,2020,2 715.60
Manufacturing industries and construction,Norway,2021,2 853.17
Manufacturing industries and construction,Poland,1990,42 830.74
Manufacturing industries and construction,Poland,1991,39 659.66
Manufacturing industries and construction,Poland,1992,36 721.37
Manufacturing industries and construction,Poland,1993,47 733.43
Manufacturing industries and construction,Poland,1994,48 761.89
Manufacturing industries and construction,Poland,1995,63 324.39
Manufacturing industries and construction,Poland,1996,67 871.96
Manufacturing industries and construction,Poland,1997,64 048.23
Manufacturing industries and construction,Poland,1998,53 785.77
Manufacturing industries and construction,Poland,1999,45 916.44
Manufacturing industries and construction,Poland,2000,45 962.90
Manufacturing industries and construction,Poland,2001,40 622.29
Manufacturing industries and construction,Poland,2002,38 469.41
Manufacturing industries and construction,Poland,2003,37 591.64
Manufacturing industries and construction,Poland,2004,38 278.52
Manufacturing industries and construction,Poland,2005,33 872.34
Manufacturing industries and construction,Poland,2006,33 804.48
Manufacturing industries and construction,Poland,2007,36 085.37
Manufacturing industries and construction,Poland,2008,31 964.60
Manufacturing industries and construction,Poland,2009,28 034.71
Manufacturing industries and construction,Poland,2010,29 615.73
Manufacturing industries and construction,Poland,2011,30 555.30
Manufacturing industries and construction,Poland,2012,29 474.45
Manufacturing industries and construction,Poland,2013,29 288.85
Manufacturing industries and construction,Poland,2014,29 421.94
Manufacturing industries and construction,Poland,2015,27 954.16
Manufacturing industries and construction,Poland,2016,28 650.20
Manufacturing industries and construction,Poland,2017,31 029.04
Manufacturing industries and construction,Poland,2018,31 552.04
Manufacturing industries and construction,Poland,2019,31 186.79
Manufacturing industries and construction,Poland,2020,28 906.83
Manufacturing industries and construction,Poland,2021,30 106.35
Manufacturing industries and construction,Portugal,1990,9 002.44
Manufacturing industries and construction,Portugal,1991,9 345.70
Manufacturing industries and construction,Portugal,1992,9 473.20
Manufacturing industries and construction,Portugal,1993,9 373.28
Manufacturing industries and construction,Portugal,1994,9 792.55
Manufacturing industries and construction,Portugal,1995,10 099.49
Manufacturing industries and construction,Portugal,1996,10 323.80
Manufacturing industries and construction,Portugal,1997,11 302.80
Manufacturing industries and construction,Portugal,1998,11 305.03
Manufacturing industries and construction,Portugal,1999,11 303.52
Manufacturing industries and construction,Portugal,2000,11 671.39
Manufacturing industries and construction,Portugal,2001,10 809.18
Manufacturing industries and construction,Portugal,2002,11 033.22
Manufacturing industries and construction,Portugal,2003,10 401.13
Manufacturing industries and construction,Portugal,2004,10 929.10
Manufacturing industries and construction,Portugal,2005,10 612.92
Manufacturing industries and construction,Portugal,2006,10 326.72
Manufacturing industries and construction,Portugal,2007,10 380.57
Manufacturing industries and construction,Portugal,2008,9 754.48
Manufacturing industries and construction,Portugal,2009,8 639.15
Manufacturing industries and construction,Portugal,2010,9 228.58
Manufacturing industries and construction,Portugal,2011,8 520.08
Manufacturing industries and construction,Portugal,2012,7 617.96
Manufacturing industries and construction,Portugal,2013,7 535.90
Manufacturing industries and construction,Portugal,2014,7 548.63
Manufacturing industries and construction,Portugal,2015,7 836.39
Manufacturing industries and construction,Portugal,2016,7 354.68
Manufacturing industries and construction,Portugal,2017,7 607.65
Manufacturing industries and construction,Portugal,2018,7 632.84
Manufacturing industries and construction,Portugal,2019,7 833.49
Manufacturing industries and construction,Portugal,2020,7 620.88
Manufacturing industries and construction,Portugal,2021,7 335.25
Manufacturing industries and construction,Slovak Republic,1990,16 094.81
Manufacturing industries and construction,Slovak Republic,1991,14 787.20
Manufacturing industries and construction,Slovak Republic,1992,13 681.50
Manufacturing industries and construction,Slovak Republic,1993,12 899.16
Manufacturing industries and construction,Slovak Republic,1994,12 261.32
Manufacturing industries and construction,Slovak Republic,1995,11 809.02
Manufacturing industries and construction,Slovak Republic,1996,11 361.86
Manufacturing industries and construction,Slovak Republic,1997,10 993.75
Manufacturing industries and construction,Slovak Republic,1998,10 338.58
Manufacturing industries and construction,Slovak Republic,1999,9 780.98
Manufacturing industries and construction,Slovak Republic,2000,9 434.03
Manufacturing industries and construction,Slovak Republic,2001,9 493.30
Manufacturing industries and construction,Slovak Republic,2002,8 368.90
Manufacturing industries and construction,Slovak Republic,2003,9 228.08
Manufacturing industries and construction,Slovak Republic,2004,8 562.56
Manufacturing industries and construction,Slovak Republic,2005,8 576.38
Manufacturing industries and construction,Slovak Republic,2006,9 204.29
Manufacturing industries and construction,Slovak Republic,2007,8 316.89
Manufacturing industries and construction,Slovak Republic,2008,8 140.61
Manufacturing industries and construction,Slovak Republic,2009,7 710.11
Manufacturing industries and construction,Slovak Republic,2010,7 664.18
Manufacturing industries and construction,Slovak Republic,2011,8 806.68
Manufacturing industries and construction,Slovak Republic,2012,7 039.46
Manufacturing industries and construction,Slovak Republic,2013,7 181.27
Manufacturing industries and construction,Slovak Republic,2014,7 301.81
Manufacturing industries and construction,Slovak Republic,2015,6 768.99
Manufacturing industries and construction,Slovak Republic,2016,6 708.49
Manufacturing industries and construction,Slovak Republic,2017,7 134.37
Manufacturing industries and construction,Slovak Republic,2018,7 631.54
Manufacturing industries and construction,Slovak Republic,2019,6 327.49
Manufacturing industries and construction,Slovak Republic,2020,5 930.99
Manufacturing industries and construction,Slovak Republic,2021,7 032.32
Manufacturing industries and construction,Slovenia,1990,3 095.08
Manufacturing industries and construction,Slovenia,1991,3 076.27
Manufacturing industries and construction,Slovenia,1992,2 585.67
Manufacturing industries and construction,Slovenia,1993,2 512.64
Manufacturing industries and construction,Slovenia,1994,2 681.00
Manufacturing industries and construction,Slovenia,1995,2 630.49
Manufacturing industries and construction,Slovenia,1996,2 521.37
Manufacturing industries and construction,Slovenia,1997,2 300.40
Manufacturing industries and construction,Slovenia,1998,2 281.48
Manufacturing industries and construction,Slovenia,1999,2 296.36
Manufacturing industries and construction,Slovenia,2000,2 293.44
Manufacturing industries and construction,Slovenia,2001,2 212.71
Manufacturing industries and construction,Slovenia,2002,2 244.53
Manufacturing industries and construction,Slovenia,2003,2 174.93
Manufacturing industries and construction,Slovenia,2004,2 325.44
Manufacturing industries and construction,Slovenia,2005,2 461.10
Manufacturing industries and construction,Slovenia,2006,2 599.95
Manufacturing industries and construction,Slovenia,2007,2 362.81
Manufacturing industries and construction,Slovenia,2008,2 334.86
Manufacturing industries and construction,Slovenia,2009,1 957.24
Manufacturing industries and construction,Slovenia,2010,1 932.30
Manufacturing industries and construction,Slovenia,2011,1 732.02
Manufacturing industries and construction,Slovenia,2012,1 662.54
Manufacturing industries and construction,Slovenia,2013,1 655.59
Manufacturing industries and construction,Slovenia,2014,1 662.39
Manufacturing industries and construction,Slovenia,2015,1 604.69
Manufacturing industries and construction,Slovenia,2016,1 617.72
Manufacturing industries and construction,Slovenia,2017,1 693.19
Manufacturing industries and construction,Slovenia,2018,1 790.05
Manufacturing industries and construction,Slovenia,2019,1 747.24
Manufacturing industries and construction,Slovenia,2020,1 702.65
Manufacturing industries and construction,Slovenia,2021,1 732.56
Manufacturing industries and construction,Spain,1990,45 201.27
Manufacturing industries and construction,Spain,1991,49 584.33
Manufacturing industries and construction,Spain,1992,47 514.12
Manufacturing industries and construction,Spain,1993,46 387.37
Manufacturing industries and construction,Spain,1994,51 833.65
Manufacturing industries and construction,Spain,1995,59 592.08
Manufacturing industries and construction,Spain,1996,54 440.64
Manufacturing industries and construction,Spain,1997,53 723.72
Manufacturing industries and construction,Spain,1998,53 744.41
Manufacturing industries and construction,Spain,1999,55 622.04
Manufacturing industries and construction,Spain,2000,58 814.52
Manufacturing industries and construction,Spain,2001,61 201.00
Manufacturing industries and construction,Spain,2002,63 902.36
Manufacturing industries and construction,Spain,2003,68 666.33
Manufacturing industries and construction,Spain,2004,68 673.62
Manufacturing industries and construction,Spain,2005,69 884.34
Manufacturing industries and construction,Spain,2006,59 547.36
Manufacturing industries and construction,Spain,2007,61 578.80
Manufacturing industries and construction,Spain,2008,58 092.77
Manufacturing industries and construction,Spain,2009,48 048.63
Manufacturing industries and construction,Spain,2010,49 845.09
Manufacturing industries and construction,Spain,2011,46 834.36
Manufacturing industries and construction,Spain,2012,45 672.34
Manufacturing industries and construction,Spain,2013,42 541.59
Manufacturing industries and construction,Spain,2014,39 703.33
Manufacturing industries and construction,Spain,2015,42 193.86
Manufacturing industries and construction,Spain,2016,44 167.71
Manufacturing industries and construction,Spain,2017,45 844.96
Manufacturing industries and construction,Spain,2018,47 081.17
Manufacturing industries and construction,Spain,2019,46 924.81
Manufacturing industries and construction,Spain,2020,43 571.68
Manufacturing industries and construction,Spain,2021,46 696.84
Manufacturing industries and construction,Sweden,1990,10 858.44
Manufacturing industries and construction,Sweden,1991,10 746.26
Manufacturing industries and construction,Sweden,1992,9 921.36
Manufacturing industries and construction,Sweden,1993,10 679.29
Manufacturing industries and construction,Sweden,1994,11 714.28
Manufacturing industries and construction,Sweden,1995,12 083.63
Manufacturing industries and construction,Sweden,1996,11 996.37
Manufacturing industries and construction,Sweden,1997,12 438.02
Manufacturing industries and construction,Sweden,1998,11 842.64
Manufacturing industries and construction,Sweden,1999,11 064.30
Manufacturing industries and construction,Sweden,2000,11 365.64
Manufacturing industries and construction,Sweden,2001,11 430.27
Manufacturing industries and construction,Sweden,2002,11 144.52
Manufacturing industries and construction,Sweden,2003,11 025.28
Manufacturing industries and construction,Sweden,2004,10 674.00
Manufacturing industries and construction,Sweden,2005,10 042.18
Manufacturing industries and construction,Sweden,2006,10 126.14
Manufacturing industries and construction,Sweden,2007,9 677.01
Manufacturing industries and construction,Sweden,2008,9 016.15
Manufacturing industries and construction,Sweden,2009,7 362.71
Manufacturing industries and construction,Sweden,2010,8 601.22
Manufacturing industries and construction,Sweden,2011,7 961.69
Manufacturing industries and construction,Sweden,2012,7 411.95
Manufacturing industries and construction,Sweden,2013,7 055.61
Manufacturing industries and construction,Sweden,2014,6 885.84
Manufacturing industries and construction,Sweden,2015,7 019.76
Manufacturing industries and construction,Sweden,2016,6 806.53
Manufacturing industries and construction,Sweden,2017,6 715.06
Manufacturing industries and construction,Sweden,2018,6 835.67
Manufacturing industries and construction,Sweden,2019,6 851.42
Manufacturing industries and construction,Sweden,2020,6 191.38
Manufacturing industries and construction,Sweden,2021,6 300.65
Manufacturing industries and construction,Switzerland,1990,6 568.13
Manufacturing industries and construction,Switzerland,1991,6 797.30
Manufacturing industries and construction,Switzerland,1992,6 376.36
Manufacturing industries and construction,Switzerland,1993,6 207.90
Manufacturing industries and construction,Switzerland,1994,6 148.92
Manufacturing industries and construction,Switzerland,1995,6 292.90
Manufacturing industries and construction,Switzerland,1996,6 038.68
Manufacturing industries and construction,Switzerland,1997,5 998.82
Manufacturing industries and construction,Switzerland,1998,6 199.63
Manufacturing industries and construction,Switzerland,1999,6 061.12
Manufacturing industries and construction,Switzerland,2000,6 004.89
Manufacturing industries and construction,Switzerland,2001,6 251.69
Manufacturing industries and construction,Switzerland,2002,5 804.66
Manufacturing industries and construction,Switzerland,2003,5 895.80
Manufacturing industries and construction,Switzerland,2004,6 040.31
Manufacturing industries and construction,Switzerland,2005,6 038.68
Manufacturing industries and construction,Switzerland,2006,6 203.17
Manufacturing industries and construction,Switzerland,2007,6 008.26
Manufacturing industries and construction,Switzerland,2008,6 069.87
Manufacturing industries and construction,Switzerland,2009,5 753.56
Manufacturing industries and construction,Switzerland,2010,5 860.09
Manufacturing industries and construction,Switzerland,2011,5 432.80
Manufacturing industries and construction,Switzerland,2012,5 429.83
Manufacturing industries and construction,Switzerland,2013,5 496.04
Manufacturing industries and construction,Switzerland,2014,5 095.33
Manufacturing industries and construction,Switzerland,2015,4 976.08
Manufacturing industries and construction,Switzerland,2016,4 983.32
Manufacturing industries and construction,Switzerland,2017,4 947.64
Manufacturing industries and construction,Switzerland,2018,4 789.33
Manufacturing industries and construction,Switzerland,2019,4 702.17
Manufacturing industries and construction,Switzerland,2020,4 498.55
Manufacturing industries and construction,Switzerland,2021,4 593.91
Manufacturing industries and construction,Türkiye,1990,37 161.74
Manufacturing industries and construction,Türkiye,1991,40 334.55
Manufacturing industries and construction,Türkiye,1992,39 331.59
Manufacturing industries and construction,Türkiye,1993,39 993.17
Manufacturing industries and construction,Türkiye,1994,35 881.15
Manufacturing industries and construction,Türkiye,1995,39 999.76
Manufacturing industries and construction,Türkiye,1996,50 592.43
Manufacturing industries and construction,Türkiye,1997,56 035.02
Manufacturing industries and construction,Türkiye,1998,55 478.64
Manufacturing industries and construction,Türkiye,1999,47 371.76
Manufacturing industries and construction,Türkiye,2000,57 944.53
Manufacturing industries and construction,Türkiye,2001,45 664.34
Manufacturing industries and construction,Türkiye,2002,57 119.40
Manufacturing industries and construction,Türkiye,2003,66 688.69
Manufacturing industries and construction,Türkiye,2004,63 862.26
Manufacturing industries and construction,Türkiye,2005,63 010.70
Manufacturing industries and construction,Türkiye,2006,70 089.81
Manufacturing industries and construction,Türkiye,2007,71 877.98
Manufacturing industries and construction,Türkiye,2008,47 355.26
Manufacturing industries and construction,Türkiye,2009,46 227.19
Manufacturing industries and construction,Türkiye,2010,52 333.45
Manufacturing industries and construction,Türkiye,2011,52 591.74
Manufacturing industries and construction,Türkiye,2012,61 058.92
Manufacturing industries and construction,Türkiye,2013,52 983.44
